BOARD_ID,BOARD_NAME,ISSUE_ID,ISSUE_KEY
179,FR2 Planning,10661,CD-633
179,FR2 Planning,10662,CD-634
179,FR2 Planning,10664,CD-636
179,FR2 Planning,26006,CD-7911
179,FR2 Planning,10687,CD-659
179,FR2 Planning,10695,CD-667
179,FR2 Planning,10706,CD-678
179,FR2 Planning,10708,CD-680
179,FR2 Planning,23010,CD-7221
179,FR2 Planning,23012,CD-7223
179,FR2 Planning,23015,CD-7226
179,FR2 Planning,23016,CD-7227
179,FR2 Planning,10763,CD-735
179,FR2 Planning,10769,CD-741
179,FR2 Planning,23007,CD-7218
179,FR2 Planning,10784,CD-756
179,FR2 Planning,10791,CD-763
179,FR2 Planning,10804,CD-776
179,FR2 Planning,10811,CD-783
179,FR2 Planning,10814,CD-786
179,FR2 Planning,10824,CD-796
179,FR2 Planning,37690,CD-10232
179,FR2 Planning,10883,CD-855
179,FR2 Planning,10884,CD-856
179,FR2 Planning,10885,CD-857
179,FR2 Planning,10892,CD-864
179,FR2 Planning,10907,CD-879
179,FR2 Planning,10917,CD-889
179,FR2 Planning,10921,CD-893
179,FR2 Planning,10922,CD-894
179,FR2 Planning,10923,CD-895
179,FR2 Planning,10924,CD-896
179,FR2 Planning,10935,CD-907
179,FR2 Planning,10947,CD-919
179,FR2 Planning,10948,CD-920
179,FR2 Planning,10953,CD-925
179,FR2 Planning,10959,CD-931
179,FR2 Planning,10960,CD-932
179,FR2 Planning,10966,CD-938
179,FR2 Planning,10986,CD-958
179,FR2 Planning,11056,CD-1028
179,FR2 Planning,25158,CD-7667
179,FR2 Planning,11070,CD-1042
179,FR2 Planning,11071,CD-1043
179,FR2 Planning,11072,CD-1044
179,FR2 Planning,11075,CD-1047
179,FR2 Planning,11076,CD-1048
179,FR2 Planning,11087,CD-1059
179,FR2 Planning,11088,CD-1060
179,FR2 Planning,11089,CD-1061
179,FR2 Planning,11091,CD-1063
179,FR2 Planning,11093,CD-1065
179,FR2 Planning,11096,CD-1068
179,FR2 Planning,11108,CD-1080
179,FR2 Planning,11116,CD-1088
179,FR2 Planning,11126,CD-1098
179,FR2 Planning,11127,CD-1099
179,FR2 Planning,11129,CD-1101
179,FR2 Planning,11137,CD-1109
179,FR2 Planning,11138,CD-1110
179,FR2 Planning,11139,CD-1111
179,FR2 Planning,11140,CD-1112
179,FR2 Planning,11144,CD-1116
179,FR2 Planning,11145,CD-1117
179,FR2 Planning,11146,CD-1118
179,FR2 Planning,11153,CD-1125
179,FR2 Planning,11154,CD-1126
179,FR2 Planning,11155,CD-1127
179,FR2 Planning,11157,CD-1129
179,FR2 Planning,11170,CD-1142
179,FR2 Planning,11172,CD-1144
179,FR2 Planning,11173,CD-1145
179,FR2 Planning,11174,CD-1146
179,FR2 Planning,11176,CD-1148
179,FR2 Planning,11179,CD-1151
179,FR2 Planning,11194,CD-1166
179,FR2 Planning,11196,CD-1168
179,FR2 Planning,11197,CD-1169
179,FR2 Planning,11199,CD-1171
179,FR2 Planning,11200,CD-1172
179,FR2 Planning,11201,CD-1173
179,FR2 Planning,11202,CD-1174
179,FR2 Planning,11204,CD-1176
179,FR2 Planning,11206,CD-1178
179,FR2 Planning,11209,CD-1181
179,FR2 Planning,11220,CD-1192
179,FR2 Planning,11225,CD-1197
179,FR2 Planning,11229,CD-1201
179,FR2 Planning,19518,CD-5542
179,FR2 Planning,11262,CD-1234
179,FR2 Planning,11267,CD-1239
179,FR2 Planning,11269,CD-1241
179,FR2 Planning,11271,CD-1243
179,FR2 Planning,11286,CD-1258
179,FR2 Planning,11289,CD-1261
179,FR2 Planning,11300,CD-1272
179,FR2 Planning,11307,CD-1279
179,FR2 Planning,11309,CD-1281
179,FR2 Planning,11334,CD-1306
179,FR2 Planning,11365,CD-1337
179,FR2 Planning,11366,CD-1338
179,FR2 Planning,11377,CD-1349
179,FR2 Planning,23526,CD-7299
179,FR2 Planning,11416,CD-1388
179,FR2 Planning,11436,CD-1408
179,FR2 Planning,11444,CD-1416
179,FR2 Planning,11445,CD-1417
179,FR2 Planning,11447,CD-1419
179,FR2 Planning,28006,CD-8091
179,FR2 Planning,28694,CD-8291
179,FR2 Planning,15321,CD-2585
179,FR2 Planning,15311,CD-2575
179,FR2 Planning,15308,CD-2572
179,FR2 Planning,11517,CD-1473
179,FR2 Planning,15287,CD-2551
179,FR2 Planning,15288,CD-2552
179,FR2 Planning,30800,CD-8626
179,FR2 Planning,15224,CD-2512
179,FR2 Planning,15270,CD-2545
179,FR2 Planning,16282,CD-2705
179,FR2 Planning,11473,CD-1445
179,FR2 Planning,15305,CD-2569
179,FR2 Planning,15306,CD-2570
179,FR2 Planning,15307,CD-2571
179,FR2 Planning,15295,CD-2559
179,FR2 Planning,15296,CD-2560
179,FR2 Planning,15516,CD-2617
179,FR2 Planning,30796,CD-8623
179,FR2 Planning,15297,CD-2561
179,FR2 Planning,15298,CD-2562
179,FR2 Planning,15299,CD-2563
179,FR2 Planning,28679,CD-8287
179,FR2 Planning,10226,CD-198
179,FR2 Planning,11501,CD-1459
179,FR2 Planning,15255,CD-2531
179,FR2 Planning,15301,CD-2565
179,FR2 Planning,15302,CD-2566
179,FR2 Planning,11081,CD-1053
179,FR2 Planning,11092,CD-1064
179,FR2 Planning,11094,CD-1066
179,FR2 Planning,11095,CD-1067
179,FR2 Planning,11364,CD-1336
179,FR2 Planning,15316,CD-2580
179,FR2 Planning,11079,CD-1051
179,FR2 Planning,11080,CD-1052
179,FR2 Planning,11084,CD-1056
179,FR2 Planning,11135,CD-1107
179,FR2 Planning,11531,CD-1479
179,FR2 Planning,19648,CD-5565
179,FR2 Planning,11526,CD-1475
179,FR2 Planning,11532,CD-1480
179,FR2 Planning,11533,CD-1481
179,FR2 Planning,15285,CD-2549
179,FR2 Planning,30791,CD-8620
179,FR2 Planning,15284,CD-2548
179,FR2 Planning,28697,CD-8294
179,FR2 Planning,15238,CD-2514
179,FR2 Planning,29714,CD-8423
179,FR2 Planning,15252,CD-2528
179,FR2 Planning,30788,CD-8617
179,FR2 Planning,15253,CD-2529
179,FR2 Planning,11656,CD-1494
179,FR2 Planning,11657,CD-1495
179,FR2 Planning,28641,CD-8261
179,FR2 Planning,11681,CD-1506
179,FR2 Planning,13656,CD-1703
179,FR2 Planning,13946,CD-1780
179,FR2 Planning,14575,CD-2099
179,FR2 Planning,15199,CD-2494
179,FR2 Planning,15200,CD-2495
179,FR2 Planning,14007,CD-1793
179,FR2 Planning,14020,CD-1806
179,FR2 Planning,14043,CD-1822
179,FR2 Planning,14061,CD-1824
179,FR2 Planning,23167,CD-7252
179,FR2 Planning,14105,CD-1857
179,FR2 Planning,14106,CD-1858
179,FR2 Planning,14086,CD-1840
179,FR2 Planning,14087,CD-1841
179,FR2 Planning,14088,CD-1842
179,FR2 Planning,14090,CD-1844
179,FR2 Planning,14091,CD-1845
179,FR2 Planning,14092,CD-1846
179,FR2 Planning,14093,CD-1847
179,FR2 Planning,14094,CD-1848
179,FR2 Planning,14160,CD-1912
179,FR2 Planning,14109,CD-1861
179,FR2 Planning,14114,CD-1866
179,FR2 Planning,14115,CD-1867
179,FR2 Planning,14116,CD-1868
179,FR2 Planning,14117,CD-1869
179,FR2 Planning,14118,CD-1870
179,FR2 Planning,14119,CD-1871
179,FR2 Planning,25117,CD-7655
179,FR2 Planning,14418,CD-1942
179,FR2 Planning,14419,CD-1943
179,FR2 Planning,14420,CD-1944
179,FR2 Planning,14421,CD-1945
179,FR2 Planning,14422,CD-1946
179,FR2 Planning,14423,CD-1947
179,FR2 Planning,14424,CD-1948
179,FR2 Planning,14425,CD-1949
179,FR2 Planning,14426,CD-1950
179,FR2 Planning,14427,CD-1951
179,FR2 Planning,14428,CD-1952
179,FR2 Planning,14429,CD-1953
179,FR2 Planning,15182,CD-2483
179,FR2 Planning,15183,CD-2484
179,FR2 Planning,14430,CD-1954
179,FR2 Planning,14432,CD-1956
179,FR2 Planning,14434,CD-1958
179,FR2 Planning,14435,CD-1959
179,FR2 Planning,14436,CD-1960
179,FR2 Planning,14437,CD-1961
179,FR2 Planning,14438,CD-1962
179,FR2 Planning,14439,CD-1963
179,FR2 Planning,14440,CD-1964
179,FR2 Planning,14442,CD-1966
179,FR2 Planning,14444,CD-1968
179,FR2 Planning,14445,CD-1969
179,FR2 Planning,14446,CD-1970
179,FR2 Planning,14447,CD-1971
179,FR2 Planning,14448,CD-1972
179,FR2 Planning,14449,CD-1973
179,FR2 Planning,14450,CD-1974
179,FR2 Planning,14451,CD-1975
179,FR2 Planning,14452,CD-1976
179,FR2 Planning,14453,CD-1977
179,FR2 Planning,14454,CD-1978
179,FR2 Planning,14455,CD-1979
179,FR2 Planning,14456,CD-1980
179,FR2 Planning,14457,CD-1981
179,FR2 Planning,14458,CD-1982
179,FR2 Planning,14460,CD-1984
179,FR2 Planning,14461,CD-1985
179,FR2 Planning,14462,CD-1986
179,FR2 Planning,14463,CD-1987
179,FR2 Planning,14464,CD-1988
179,FR2 Planning,14465,CD-1989
179,FR2 Planning,14467,CD-1991
179,FR2 Planning,14468,CD-1992
179,FR2 Planning,14470,CD-1994
179,FR2 Planning,14471,CD-1995
179,FR2 Planning,14473,CD-1997
179,FR2 Planning,14474,CD-1998
179,FR2 Planning,14475,CD-1999
179,FR2 Planning,14476,CD-2000
179,FR2 Planning,14477,CD-2001
179,FR2 Planning,14479,CD-2003
179,FR2 Planning,14481,CD-2005
179,FR2 Planning,14482,CD-2006
179,FR2 Planning,14483,CD-2007
179,FR2 Planning,14484,CD-2008
179,FR2 Planning,14486,CD-2010
179,FR2 Planning,14487,CD-2011
179,FR2 Planning,14488,CD-2012
179,FR2 Planning,14489,CD-2013
179,FR2 Planning,14490,CD-2014
179,FR2 Planning,14491,CD-2015
179,FR2 Planning,14492,CD-2016
179,FR2 Planning,14493,CD-2017
179,FR2 Planning,14494,CD-2018
179,FR2 Planning,14495,CD-2019
179,FR2 Planning,14496,CD-2020
179,FR2 Planning,14497,CD-2021
179,FR2 Planning,14498,CD-2022
179,FR2 Planning,14499,CD-2023
179,FR2 Planning,14500,CD-2024
179,FR2 Planning,14501,CD-2025
179,FR2 Planning,14503,CD-2027
179,FR2 Planning,14504,CD-2028
179,FR2 Planning,14505,CD-2029
179,FR2 Planning,14506,CD-2030
179,FR2 Planning,14507,CD-2031
179,FR2 Planning,14508,CD-2032
179,FR2 Planning,14509,CD-2033
179,FR2 Planning,14510,CD-2034
179,FR2 Planning,14513,CD-2037
179,FR2 Planning,14514,CD-2038
179,FR2 Planning,14515,CD-2039
179,FR2 Planning,14517,CD-2041
179,FR2 Planning,14519,CD-2043
179,FR2 Planning,14520,CD-2044
179,FR2 Planning,14521,CD-2045
179,FR2 Planning,14522,CD-2046
179,FR2 Planning,14523,CD-2047
179,FR2 Planning,14524,CD-2048
179,FR2 Planning,14525,CD-2049
179,FR2 Planning,14526,CD-2050
179,FR2 Planning,14527,CD-2051
179,FR2 Planning,14528,CD-2052
179,FR2 Planning,14529,CD-2053
179,FR2 Planning,14530,CD-2054
179,FR2 Planning,14531,CD-2055
179,FR2 Planning,14532,CD-2056
179,FR2 Planning,14533,CD-2057
179,FR2 Planning,14534,CD-2058
179,FR2 Planning,14535,CD-2059
179,FR2 Planning,14536,CD-2060
179,FR2 Planning,14537,CD-2061
179,FR2 Planning,14538,CD-2062
179,FR2 Planning,14539,CD-2063
179,FR2 Planning,14540,CD-2064
179,FR2 Planning,14541,CD-2065
179,FR2 Planning,14542,CD-2066
179,FR2 Planning,14543,CD-2067
179,FR2 Planning,14544,CD-2068
179,FR2 Planning,14545,CD-2069
179,FR2 Planning,14546,CD-2070
179,FR2 Planning,14547,CD-2071
179,FR2 Planning,14548,CD-2072
179,FR2 Planning,14549,CD-2073
179,FR2 Planning,14550,CD-2074
179,FR2 Planning,14551,CD-2075
179,FR2 Planning,14553,CD-2077
179,FR2 Planning,14554,CD-2078
179,FR2 Planning,14555,CD-2079
179,FR2 Planning,14556,CD-2080
179,FR2 Planning,14557,CD-2081
179,FR2 Planning,14558,CD-2082
179,FR2 Planning,14559,CD-2083
179,FR2 Planning,14560,CD-2084
179,FR2 Planning,14561,CD-2085
179,FR2 Planning,14563,CD-2087
179,FR2 Planning,14564,CD-2088
179,FR2 Planning,14565,CD-2089
179,FR2 Planning,14566,CD-2090
179,FR2 Planning,14567,CD-2091
179,FR2 Planning,14568,CD-2092
179,FR2 Planning,14569,CD-2093
179,FR2 Planning,14571,CD-2095
179,FR2 Planning,14572,CD-2096
179,FR2 Planning,14573,CD-2097
179,FR2 Planning,14574,CD-2098
179,FR2 Planning,13721,CD-1719
179,FR2 Planning,25159,CD-7668
179,FR2 Planning,14580,CD-2103
179,FR2 Planning,25160,CD-7669
179,FR2 Planning,14588,CD-2110
179,FR2 Planning,14594,CD-2116
179,FR2 Planning,14595,CD-2117
179,FR2 Planning,14603,CD-2125
179,FR2 Planning,39754,CD-10992
179,FR2 Planning,39755,CD-10993
179,FR2 Planning,39756,CD-10994
179,FR2 Planning,40659,CD-11678
179,FR2 Planning,39632,CD-10897
179,FR2 Planning,39633,CD-10898
179,FR2 Planning,39634,CD-10899
179,FR2 Planning,39635,CD-10900
179,FR2 Planning,39636,CD-10901
179,FR2 Planning,39637,CD-10902
179,FR2 Planning,39638,CD-10903
179,FR2 Planning,39639,CD-10904
179,FR2 Planning,39640,CD-10905
179,FR2 Planning,39641,CD-10906
179,FR2 Planning,39642,CD-10907
179,FR2 Planning,39643,CD-10908
179,FR2 Planning,39644,CD-10909
179,FR2 Planning,39645,CD-10910
179,FR2 Planning,39646,CD-10911
179,FR2 Planning,39647,CD-10912
179,FR2 Planning,39648,CD-10913
179,FR2 Planning,39757,CD-10995
179,FR2 Planning,39758,CD-10996
179,FR2 Planning,39759,CD-10997
179,FR2 Planning,14628,CD-2150
179,FR2 Planning,14643,CD-2165
179,FR2 Planning,14656,CD-2178
179,FR2 Planning,14677,CD-2199
179,FR2 Planning,15356,CD-2593
179,FR2 Planning,14689,CD-2211
179,FR2 Planning,14691,CD-2213
179,FR2 Planning,40631,CD-11651
179,FR2 Planning,14708,CD-2230
179,FR2 Planning,14716,CD-2238
179,FR2 Planning,14722,CD-2244
179,FR2 Planning,39778,CD-11016
179,FR2 Planning,39779,CD-11017
179,FR2 Planning,39780,CD-11018
179,FR2 Planning,14746,CD-2268
179,FR2 Planning,14764,CD-2286
179,FR2 Planning,14769,CD-2291
179,FR2 Planning,14772,CD-2294
179,FR2 Planning,14784,CD-2306
179,FR2 Planning,14843,CD-2349
179,FR2 Planning,14908,CD-2405
179,FR2 Planning,14912,CD-2409
179,FR2 Planning,14913,CD-2410
179,FR2 Planning,14922,CD-2412
179,FR2 Planning,14923,CD-2413
179,FR2 Planning,25131,CD-7662
179,FR2 Planning,14948,CD-2425
179,FR2 Planning,14949,CD-2426
179,FR2 Planning,14950,CD-2427
179,FR2 Planning,14951,CD-2428
179,FR2 Planning,14952,CD-2429
179,FR2 Planning,21277,CD-6932
179,FR2 Planning,21278,CD-6933
179,FR2 Planning,21279,CD-6934
179,FR2 Planning,13767,CD-1765
179,FR2 Planning,15202,CD-2497
179,FR2 Planning,15203,CD-2498
179,FR2 Planning,15204,CD-2499
179,FR2 Planning,14142,CD-1894
179,FR2 Planning,15220,CD-2509
179,FR2 Planning,15221,CD-2510
179,FR2 Planning,14147,CD-1899
179,FR2 Planning,14148,CD-1900
179,FR2 Planning,14149,CD-1901
179,FR2 Planning,14150,CD-1902
179,FR2 Planning,14151,CD-1903
179,FR2 Planning,14152,CD-1904
179,FR2 Planning,14153,CD-1905
179,FR2 Planning,14154,CD-1906
179,FR2 Planning,14155,CD-1907
179,FR2 Planning,14156,CD-1908
179,FR2 Planning,14157,CD-1909
179,FR2 Planning,14158,CD-1910
179,FR2 Planning,14159,CD-1911
179,FR2 Planning,15283,CD-2547
179,FR2 Planning,21281,CD-6936
179,FR2 Planning,21282,CD-6937
179,FR2 Planning,13774,CD-1772
179,FR2 Planning,13773,CD-1771
179,FR2 Planning,14502,CD-2026
179,FR2 Planning,13772,CD-1770
179,FR2 Planning,13771,CD-1769
179,FR2 Planning,13770,CD-1768
179,FR2 Planning,13769,CD-1767
179,FR2 Planning,13768,CD-1766
179,FR2 Planning,13766,CD-1764
179,FR2 Planning,13765,CD-1763
179,FR2 Planning,13764,CD-1762
179,FR2 Planning,13763,CD-1761
179,FR2 Planning,13762,CD-1760
179,FR2 Planning,13759,CD-1757
179,FR2 Planning,13758,CD-1756
179,FR2 Planning,13757,CD-1755
179,FR2 Planning,13756,CD-1754
179,FR2 Planning,13755,CD-1753
179,FR2 Planning,13754,CD-1752
179,FR2 Planning,13753,CD-1751
179,FR2 Planning,13752,CD-1750
179,FR2 Planning,13751,CD-1749
179,FR2 Planning,13750,CD-1748
179,FR2 Planning,13749,CD-1747
179,FR2 Planning,13748,CD-1746
179,FR2 Planning,13747,CD-1745
179,FR2 Planning,13746,CD-1744
179,FR2 Planning,13745,CD-1743
179,FR2 Planning,13744,CD-1742
179,FR2 Planning,13743,CD-1741
179,FR2 Planning,13742,CD-1740
179,FR2 Planning,13741,CD-1739
179,FR2 Planning,13740,CD-1738
179,FR2 Planning,13739,CD-1737
179,FR2 Planning,13738,CD-1736
179,FR2 Planning,13737,CD-1735
179,FR2 Planning,13736,CD-1734
179,FR2 Planning,13735,CD-1733
179,FR2 Planning,13734,CD-1732
179,FR2 Planning,13733,CD-1731
179,FR2 Planning,13732,CD-1730
179,FR2 Planning,13731,CD-1729
179,FR2 Planning,13730,CD-1728
179,FR2 Planning,13729,CD-1727
179,FR2 Planning,13728,CD-1726
179,FR2 Planning,13727,CD-1725
179,FR2 Planning,13726,CD-1724
179,FR2 Planning,13725,CD-1723
179,FR2 Planning,13724,CD-1722
179,FR2 Planning,13723,CD-1721
179,FR2 Planning,13722,CD-1720
179,FR2 Planning,13720,CD-1718
179,FR2 Planning,13719,CD-1717
179,FR2 Planning,13718,CD-1716
179,FR2 Planning,13717,CD-1715
179,FR2 Planning,13716,CD-1714
179,FR2 Planning,13715,CD-1713
179,FR2 Planning,13714,CD-1712
179,FR2 Planning,13713,CD-1711
179,FR2 Planning,13712,CD-1710
179,FR2 Planning,13711,CD-1709
179,FR2 Planning,13710,CD-1708
179,FR2 Planning,15515,CD-2616
179,FR2 Planning,30784,CD-8614
179,FR2 Planning,15504,CD-2605
179,FR2 Planning,15505,CD-2606
179,FR2 Planning,15506,CD-2607
179,FR2 Planning,28638,CD-8258
179,FR2 Planning,15526,CD-2626
179,FR2 Planning,15528,CD-2627
179,FR2 Planning,15930,CD-2638
179,FR2 Planning,15931,CD-2639
179,FR2 Planning,15932,CD-2640
179,FR2 Planning,15933,CD-2641
179,FR2 Planning,15934,CD-2642
179,FR2 Planning,15935,CD-2643
179,FR2 Planning,15936,CD-2644
179,FR2 Planning,15940,CD-2647
179,FR2 Planning,16348,CD-2761
179,FR2 Planning,16349,CD-2762
179,FR2 Planning,16551,CD-2828
179,FR2 Planning,16361,CD-2774
179,FR2 Planning,16362,CD-2775
179,FR2 Planning,19168,CD-5399
179,FR2 Planning,16350,CD-2763
179,FR2 Planning,16351,CD-2764
179,FR2 Planning,15993,CD-2652
179,FR2 Planning,15994,CD-2653
179,FR2 Planning,15995,CD-2654
179,FR2 Planning,16355,CD-2768
179,FR2 Planning,16352,CD-2765
179,FR2 Planning,16353,CD-2766
179,FR2 Planning,19329,CD-5467
179,FR2 Planning,16310,CD-2726
179,FR2 Planning,16210,CD-2680
179,FR2 Planning,16211,CD-2681
179,FR2 Planning,16212,CD-2682
